,date_MES,date_fin,event,zone_corro
2725,2001-04-06,2018-12-31,0,0
14044,1988-11-21,2017-09-16,1,1
19843,2002-02-18,2011-07-29,1,1
11418,1986-03-27,2018-12-31,0,0
18016,2006-06-24,2018-12-31,0,0
15218,1997-12-14,2012-11-28,1,1
19198,2006-04-12,2018-12-31,0,0
314,1987-02-09,2018-12-18,1,1
18383,2001-11-26,2018-12-31,0,0
3056,2004-10-26,2015-04-27,1,0
16641,1998-11-17,2018-12-31,0,0
12704,2006-11-03,2018-12-31,0,0
15126,1995-09-26,2018-12-31,0,1
1711,2007-11-28,2018-09-03,1,1
12555,1986-06-24,2018-12-31,0,0
8045,1997-10-19,2018-12-31,0,0
1261,2004-06-12,2018-12-31,0,0
8359,2002-05-01,2018-12-31,0,0
17524,2005-06-25,2018-12-31,0,0
7978,2004-04-20,2018-12-31,0,1
2493,2005-09-05,2015-04-07,1,0
5592,2006-11-20,2018-12-31,0,0
15880,2001-09-14,2018-12-31,0,0
16372,2005-08-15,2018-12-31,0,1
10482,2002-02-06,2018-12-31,0,0
5883,2007-03-14,2018-12-31,0,1
5196,2009-05-03,2018-12-31,0,1
15707,2007-12-30,2018-12-31,0,0
6078,1988-08-26,2012-05-28,1,0
7449,2007-04-27,2018-12-31,0,1
12777,1999-07-16,2018-12-31,0,0
5627,1996-10-07,2013-08-12,1,1
12114,2007-10-18,2018-12-31,0,1
14983,2000-04-05,2018-12-31,0,0
6460,1996-07-24,2012-06-05,1,0
4330,2001-08-08,2011-12-07,1,1
17715,2006-11-02,2018-12-31,0,0
17358,2007-11-13,2018-12-31,0,1
12758,2008-04-06,2018-12-31,0,0
10928,2001-03-31,2011-02-09,1,1
14352,1999-04-22,2018-12-31,0,0
12337,2005-10-05,2018-12-31,0,0
14660,2005-09-29,2018-12-31,0,0
2249,2005-02-07,2018-12-31,0,0
18560,2004-05-10,2018-12-31,0,1
13752,2005-08-15,2018-12-31,0,0
6860,2003-11-15,2018-12-31,0,1
17231,1982-01-07,2016-02-01,1,1
13733,2001-07-14,2018-12-31,0,1
11517,2009-09-23,2018-12-31,0,0
14489,2006-11-02,2018-12-31,0,1
2107,2002-09-01,2018-12-31,0,1
176,1998-08-09,2018-12-31,0,0
9431,2009-03-21,2018-12-31,0,0
4996,2005-07-08,2018-12-31,0,0
10325,2005-07-04,2018-12-31,0,0
19809,2003-01-03,2018-12-31,0,1
17427,1986-03-11,2018-12-31,0,0
4919,1997-02-07,2018-12-31,0,0
13299,2008-01-27,2018-12-31,0,0
13636,1990-10-15,2018-12-31,0,0
10737,1989-05-31,2010-12-12,1,0
9757,2002-07-31,2018-12-31,0,0
6486,2003-03-21,2018-12-31,0,0
3984,2004-02-19,2018-12-31,0,0
15414,2002-05-31,2018-12-31,0,0
3242,2004-12-30,2018-12-31,0,1
9416,2005-06-29,2018-12-31,0,0
3685,2007-11-21,2018-12-31,0,1
15532,2003-12-23,2018-12-31,0,0
6553,2001-09-14,2018-12-31,0,0
3750,2000-11-10,2011-11-22,1,1
18283,2002-10-14,2018-12-31,0,0
10605,2002-06-24,2018-12-31,0,0
16534,2006-09-19,2018-12-31,0,0
9895,2004-11-21,2018-12-31,0,0
16033,1999-04-02,2018-12-31,0,0
18365,1994-08-30,2018-12-31,0,0
10649,2004-10-15,2016-02-13,1,1
3721,1992-01-21,2010-12-25,1,0
14977,2006-11-06,2018-12-31,0,0
16555,2002-02-24,2018-12-31,0,0
12298,2008-09-23,2018-12-31,0,0
15447,1995-08-12,2018-12-31,0,0
6641,1989-07-02,2018-12-31,0,0
11947,2007-06-18,2018-12-31,0,0
8066,2007-04-01,2018-12-31,0,0
12708,2000-08-21,2018-12-31,0,0
13822,1988-02-29,2017-02-20,1,0
4409,2006-02-03,2016-10-30,1,0
19477,1999-12-23,2015-04-11,1,0
14035,2005-11-19,2018-12-31,0,1
11292,2001-02-16,2015-04-14,1,1
10591,1999-10-28,2018-12-31,0,0
2505,1996-08-31,2017-10-26,1,0
8549,1999-08-29,2018-12-31,0,0
7560,2007-11-04,2018-12-31,0,0
10183,1999-06-30,2018-07-23,1,0
5832,2001-11-23,2018-12-31,0,0
5376,2006-06-25,2012-01-01,1,1
12980,1995-06-22,2014-12-22,1,0
13701,1984-12-05,2013-03-03,1,0
7345,2003-12-04,2018-12-31,0,1
15526,2001-09-04,2018-12-31,0,0
15172,2006-08-05,2018-12-31,0,1
4354,1998-11-23,2015-02-13,1,1
13825,2008-02-19,2018-12-31,0,0
14321,2008-04-13,2018-12-31,0,1
16031,2002-05-26,2018-12-31,0,0
10249,1999-04-28,2018-12-31,0,0
11076,2006-05-02,2018-12-31,0,1
19357,1991-12-18,2016-04-15,1,1
6793,2002-08-28,2018-12-31,0,0
245,1993-10-31,2012-09-22,1,1
19359,1994-01-04,2018-12-31,0,0
10408,1998-08-05,2018-12-31,0,0
6559,2003-02-21,2018-12-31,0,0
1624,1996-10-04,2018-12-31,0,1
8362,2004-06-03,2018-12-31,0,0
16995,2004-07-10,2018-12-31,0,0
13233,1995-09-12,2012-01-15,1,0
12776,2005-09-15,2018-12-31,0,0
4856,2005-04-29,2018-12-31,0,0
2118,1999-04-26,2018-12-31,0,1
8725,2004-09-28,2018-12-31,0,0
18649,2004-10-21,2018-02-11,1,0
2305,2009-09-16,2018-12-31,0,0
15783,1986-05-23,2012-10-24,1,1
11638,2002-03-06,2018-12-31,0,0
13177,2006-07-19,2018-12-31,0,1
9872,2004-12-30,2018-12-31,0,0
14993,2005-06-10,2018-12-31,0,0
18808,1999-12-17,2018-12-31,0,0
12380,2006-10-20,2018-12-31,0,0
9057,2003-10-14,2018-12-31,0,1
1483,1999-11-08,2014-10-04,1,1
3642,1998-12-20,2018-07-02,1,1
9882,2009-01-20,2018-12-31,0,0
16732,2003-02-22,2018-12-31,0,0
2449,1998-09-30,2014-05-12,1,1
5202,1991-08-14,2011-06-16,1,1
9115,2005-08-08,2018-12-31,0,0
6293,2003-02-10,2018-12-31,0,0
19806,1995-09-19,2018-12-31,0,0
1991,1999-10-14,2018-12-31,0,1
13578,2004-06-05,2018-12-31,0,0
13993,2004-09-17,2018-12-31,0,1
18814,2005-01-02,2018-12-31,0,0
18961,2002-08-25,2018-12-31,0,0
15749,2002-06-01,2018-12-31,0,0
10802,2002-02-02,2018-12-31,0,0
676,2004-10-09,2018-12-31,0,0
2276,1997-01-15,2018-12-31,0,1
9433,2006-09-04,2018-12-31,0,1
16344,1982-04-03,2014-03-08,1,1
8040,1994-10-25,2018-12-31,0,0
3247,1989-09-12,2017-11-11,1,0
12117,2003-05-31,2018-12-31,0,0
6097,1999-11-04,2018-12-31,0,0
11120,2003-07-07,2018-12-31,0,0
2474,1996-04-03,2018-12-31,0,1
15571,1999-12-29,2018-12-31,0,0
14272,2005-05-03,2018-12-31,0,1
7780,2008-04-25,2018-12-31,0,0
7054,1992-11-27,2018-12-31,0,0
4101,1999-03-18,2018-12-31,0,0
10424,1987-07-19,2018-12-31,0,0
2421,2003-06-30,2018-12-31,0,0
5972,2003-05-03,2018-12-31,0,1
3666,2009-07-23,2018-12-31,0,0
14492,2007-07-06,2018-12-31,0,1
6282,1999-06-15,2018-12-31,0,0
726,1997-11-06,2018-12-31,0,0
9010,1993-02-21,2018-12-31,0,1
9896,2004-11-22,2018-12-31,0,0
8277,2001-12-04,2018-12-31,0,0
16819,1989-08-23,2018-05-03,1,1
14472,1998-06-20,2011-09-16,1,0
10016,2005-06-20,2018-12-31,0,0
16749,2009-11-28,2018-12-31,0,0
11671,1990-05-13,2018-12-31,0,0
3296,2003-09-14,2018-12-31,0,0
6584,1995-05-05,2012-09-26,1,1
6891,2006-03-29,2013-12-25,1,1
11780,1998-08-02,2014-04-10,1,0
17896,2002-10-25,2018-12-31,0,0
7700,1980-07-07,2010-08-28,1,1
9653,2009-09-08,2018-12-31,0,0
2694,2001-11-28,2018-12-31,0,0
12552,2002-08-07,2018-12-31,0,0
14177,1998-10-22,2012-04-17,1,1
2192,1998-04-12,2018-12-31,0,0
5752,2005-02-04,2018-12-31,0,0
4464,2001-01-24,2018-12-31,0,0
19407,1992-05-22,2010-07-07,1,0
11860,2003-09-30,2018-12-31,0,1
11787,2001-02-14,2016-12-25,1,0
16448,2004-07-07,2018-12-31,0,0
19276,2005-02-25,2018-12-31,0,1
9404,1984-03-15,2018-12-31,0,1
3814,2005-04-12,2018-12-31,0,0
4568,2007-04-19,2016-03-24,1,1
6366,2007-06-19,2018-12-31,0,0
4399,2000-06-19,2018-12-31,0,1
11598,1985-08-09,2013-04-17,1,0
16891,1996-05-13,2014-01-23,1,1
1260,2000-08-28,2016-04-02,1,1
6360,2004-05-25,2018-12-31,0,0
9106,1993-02-16,2018-12-31,0,0
15433,2002-04-28,2018-12-31,0,0
13225,2000-10-17,2018-12-31,0,0
9954,2001-01-10,2013-12-26,1,1
13994,2005-06-19,2018-12-31,0,1
5293,1998-07-25,2013-04-12,1,1
12908,2008-05-27,2018-12-31,0,0
11552,2007-08-01,2018-12-31,0,0
12922,1997-05-18,2018-12-31,0,0
14518,1998-03-10,2018-12-31,0,0
9083,2003-04-25,2018-12-31,0,1
16930,2007-07-04,2018-12-31,0,0
16836,2001-04-29,2018-12-31,0,0
6519,2002-08-16,2018-12-31,0,0
9424,2000-04-30,2018-12-31,0,0
14084,2000-02-17,2018-12-31,0,0
14678,2001-08-29,2018-12-31,0,1
19410,1998-01-13,2018-12-31,0,1
1304,2004-09-16,2018-12-31,0,0
14234,1996-06-25,2018-12-31,0,0
8856,2002-09-27,2018-12-31,0,0
16703,2008-04-29,2018-12-31,0,0
19289,2004-01-19,2018-12-31,0,0
5348,2005-09-11,2018-12-31,0,1
3078,2004-02-22,2018-12-31,0,0
11688,2000-05-16,2018-12-31,0,0
14056,2007-12-27,2018-12-31,0,0
13205,2005-04-11,2018-12-31,0,0
15538,2000-01-28,2015-05-18,1,0
306,2004-09-15,2013-09-30,1,1
17737,2000-07-29,2018-12-31,0,0
14514,1998-09-21,2018-12-31,0,0
16631,2007-08-05,2018-12-31,0,0
1847,2004-03-11,2018-12-31,0,0
8366,1996-08-10,2018-12-31,0,0
8958,2004-02-28,2018-12-31,0,1
9445,2000-09-24,2018-12-31,0,0
14997,1992-05-22,2014-09-13,1,1
1952,2004-10-14,2018-12-31,0,0
16318,2007-05-05,2016-03-01,1,0
16382,2003-11-28,2018-12-31,0,0
5428,2008-04-20,2018-12-31,0,0
180,2005-01-11,2018-12-31,0,0
13941,2007-02-08,2018-12-31,0,0
4092,2006-02-18,2018-12-31,0,1
15161,2004-11-14,2018-12-31,0,0
13506,2005-09-08,2018-12-31,0,0
9943,2000-12-24,2018-12-31,0,0
13098,1996-03-12,2018-12-31,0,0
17216,1990-02-08,2018-12-31,0,0
17856,2001-01-16,2018-12-31,0,0
15731,2002-10-30,2018-12-31,0,0
16077,1999-10-05,2018-12-31,0,0
17040,1988-10-17,2013-01-24,1,0
19593,2007-09-02,2018-12-31,0,1
8778,1998-08-07,2018-12-31,0,0
12968,2000-05-12,2018-12-31,0,0
5032,2005-06-02,2018-12-31,0,0
10791,1995-07-20,2018-03-07,1,0
1022,2006-10-13,2018-12-31,0,0
15917,1999-07-09,2018-12-31,0,0
13841,2008-01-06,2018-12-31,0,0
18319,2005-01-18,2018-12-31,0,0
19182,2007-12-27,2018-12-31,0,1
4761,2008-01-27,2018-12-31,0,0
13059,2007-11-25,2018-12-31,0,0
9516,2006-01-16,2016-09-02,1,1
5173,2008-06-11,2018-12-31,0,0
10152,2003-09-30,2018-12-31,0,0
19873,1986-10-16,2011-05-22,1,1
5460,2008-10-17,2018-12-31,0,0
3098,1993-04-22,2018-12-31,0,0
18544,2004-11-16,2018-12-31,0,0
2131,1997-06-07,2018-12-31,0,0
19311,1995-09-19,2018-12-31,0,0
8442,2006-03-08,2018-12-31,0,1
16237,2006-10-09,2018-12-31,0,0
2139,1996-08-23,2018-12-31,0,1
9290,2008-01-23,2018-02-01,1,1
7542,2005-02-18,2018-12-31,0,0
18596,2000-01-23,2018-12-31,0,0
17791,2006-03-04,2018-12-31,0,0
1041,2006-10-19,2018-12-31,0,1
13012,2001-08-25,2018-12-31,0,1
2755,2004-04-11,2018-12-31,0,0
17743,2006-07-17,2018-10-11,1,1
4855,2008-02-20,2018-12-31,0,1
5698,2006-05-19,2018-12-31,0,1
16532,2002-01-12,2018-12-31,0,1
6711,2008-01-14,2018-12-31,0,0
478,2008-03-07,2018-12-31,0,0
8974,2002-06-27,2018-12-31,0,0
19946,1997-12-12,2011-09-07,1,1
3131,2002-03-08,2015-06-09,1,1
10946,1995-09-25,2018-12-31,0,0
4703,1987-11-16,2014-09-13,1,1
7389,2003-11-14,2018-12-31,0,0
17783,2004-11-05,2018-12-31,0,0
4444,1996-12-28,2018-12-31,0,0
5445,2002-08-19,2018-12-31,0,0
11954,2004-04-04,2018-12-31,0,0
16256,2005-12-08,2018-12-31,0,0
4609,2000-03-18,2011-08-17,1,1
2375,1995-07-21,2018-12-31,0,0
4636,2000-02-15,2018-12-31,0,0
10522,1992-12-29,2018-12-31,0,0
8805,2005-12-03,2018-12-31,0,0
4520,2008-08-01,2018-12-31,0,1
19622,1993-02-05,2018-12-31,0,0
4783,1996-10-28,2018-12-31,0,0
15077,1992-10-15,2018-12-31,0,0
13345,2002-04-20,2018-12-31,0,1
6774,2009-01-07,2018-12-31,0,0
14102,1995-01-08,2012-12-27,1,1
8796,1994-02-13,2014-08-26,1,1
10338,2003-12-19,2018-12-31,0,0
3794,2008-04-30,2018-12-31,0,0
13374,1999-12-31,2013-01-19,1,1
12632,2002-02-02,2018-12-31,0,0
8505,1996-07-03,2017-11-22,1,0
12542,2003-02-19,2018-12-31,0,0
1467,2003-11-01,2018-12-31,0,0
6086,2000-06-24,2018-12-31,0,1
7661,2000-03-30,2018-12-31,0,1
2575,1993-09-10,2018-12-31,0,0
4886,1997-01-18,2018-12-31,0,0
19527,1996-10-10,2018-12-31,0,1
3565,2008-07-03,2018-12-31,0,1
16723,2005-05-19,2018-12-31,0,1
12766,1998-11-07,2018-12-31,0,0
17679,2004-07-01,2013-08-15,1,0
5120,2003-05-08,2018-12-31,0,1
16707,1996-03-13,2018-12-31,0,0
4459,1986-05-07,2018-12-31,0,0
10054,2001-03-04,2018-12-31,0,0
17465,2004-02-28,2013-07-04,1,1
14258,1997-03-26,2018-12-31,0,0
3801,2005-02-15,2018-12-31,0,0
14502,2008-02-12,2018-12-31,0,0
7866,2006-04-16,2018-12-31,0,1
12470,1999-11-17,2018-12-31,0,0
3696,2004-11-29,2018-12-31,0,0
10741,2001-03-06,2018-12-31,0,1
4576,1999-03-15,2018-12-31,0,0
6414,2002-07-29,2018-12-31,0,1
19213,1989-03-31,2013-12-20,1,0
17162,2000-08-13,2018-12-31,0,0
17545,1993-10-09,2018-12-31,0,0
11833,2005-11-12,2018-12-31,0,0
20,1999-03-11,2018-12-31,0,0
280,1995-09-16,2018-12-31,0,0
15627,2000-12-20,2018-12-31,0,0
16224,2004-03-12,2018-12-31,0,1
11381,2006-08-23,2018-12-31,0,1
9033,1998-10-13,2018-12-31,0,0
14091,1994-07-27,2018-12-31,0,1
1789,2007-10-09,2018-12-31,0,0
6882,1990-01-01,2018-12-31,0,0
12340,2001-12-30,2018-12-31,0,1
9065,2006-08-12,2018-12-31,0,0
3966,1997-02-21,2017-09-10,1,1
18009,2002-01-08,2018-12-31,0,0
2682,1985-07-23,2018-12-31,0,0
5094,1998-01-09,2010-03-19,1,1
12229,2004-06-27,2018-12-31,0,0
5988,1987-03-19,2014-07-11,1,1
9381,1983-02-16,2018-12-31,0,0
4804,1992-05-20,2018-12-31,0,1
9879,2009-10-11,2018-12-31,0,0
2325,2000-06-18,2016-11-08,1,0
4763,1992-07-05,2018-12-31,0,0
18888,2007-05-24,2018-12-31,0,0
9266,1996-04-07,2016-09-14,1,1
2994,2007-02-23,2018-12-31,0,0
5026,2003-10-14,2018-12-31,0,0
1090,1997-05-25,2018-12-31,0,0
15382,1995-05-14,2018-12-31,0,0
12234,1998-08-08,2018-12-31,0,1
73,2007-11-23,2018-12-31,0,0
17510,1997-05-30,2018-12-31,0,0
166,2009-08-24,2018-12-31,0,1
15733,1995-09-06,2018-12-31,0,0
14509,2006-02-18,2018-12-31,0,0
3619,2000-07-08,2018-12-31,0,1
6775,2008-07-14,2018-12-31,0,0
2849,2005-06-09,2018-12-31,0,0
3630,1988-09-26,2018-12-31,0,0
1449,2007-12-07,2018-12-31,0,0
12057,1997-10-14,2011-07-12,1,1
346,1998-05-07,2018-12-31,0,0
15183,2001-11-05,2018-12-31,0,1
8435,2009-10-21,2018-12-31,0,0
10491,1989-06-14,2011-08-31,1,1
11843,1988-01-01,2018-09-17,1,0
3419,2003-03-05,2018-12-31,0,0
3140,2005-05-04,2018-12-31,0,0
1356,1998-12-13,2018-12-31,0,0
13288,2003-06-09,2018-12-31,0,0
9801,2003-05-31,2018-12-31,0,1
10083,2007-02-19,2018-12-31,0,0
18937,2005-05-07,2010-12-05,1,1
1095,2006-05-30,2018-12-31,0,0
19849,2001-08-15,2018-12-31,0,0
1591,1996-06-01,2011-10-28,1,0
19741,2001-09-15,2018-12-31,0,0
10951,2006-03-08,2018-12-31,0,0
10215,2007-08-03,2017-04-24,1,1
4157,2008-10-03,2018-09-29,1,0
5429,2008-09-12,2018-12-31,0,1
17228,1998-03-17,2018-12-31,0,0
2570,1999-08-10,2017-09-13,1,1
12860,2008-07-25,2018-12-31,0,0
19627,2000-01-17,2018-12-31,0,0
15549,2002-08-15,2018-12-31,0,0
17864,2007-11-30,2016-11-03,1,0
15560,2006-11-23,2018-12-31,0,0
16711,2000-07-22,2018-12-31,0,0
18336,2002-08-30,2018-12-31,0,0
11448,2002-09-11,2018-12-31,0,1
10540,1996-06-19,2018-12-31,0,0
14288,2008-10-13,2018-12-31,0,0
4344,1996-11-22,2013-03-07,1,0
16653,2003-03-06,2018-12-31,0,0
1681,2008-08-03,2018-12-31,0,1
13439,2002-07-12,2018-12-31,0,0
9902,2003-06-18,2018-12-31,0,1
12977,1996-07-29,2011-07-10,1,0
2754,2004-02-21,2018-12-31,0,0
10504,1999-03-30,2018-12-31,0,0
16096,1992-04-07,2018-12-31,0,0
6032,1998-03-28,2013-11-27,1,0
3982,2008-07-31,2018-06-18,1,0
3887,2000-05-16,2018-12-31,0,0
9939,1997-12-23,2018-11-02,1,1
1838,2004-03-12,2018-12-31,0,0
13213,2002-11-06,2018-12-31,0,0
15487,2007-03-17,2018-12-31,0,0
12895,2005-12-25,2018-12-31,0,0
5763,2007-10-15,2018-12-31,0,0
16674,1996-11-15,2018-12-31,0,0
19199,2006-08-28,2018-12-31,0,0
14649,2005-03-14,2018-12-31,0,0
11428,1998-08-26,2018-12-31,0,0
5174,1996-02-13,2018-12-31,0,0
1079,1998-02-02,2018-11-13,1,0
17089,2009-04-14,2018-12-31,0,0
6115,1992-08-24,2018-12-31,0,0
10379,2001-10-25,2018-12-31,0,0
19010,1997-08-25,2018-12-31,0,0
5882,2008-12-11,2018-12-31,0,0
7461,2007-09-16,2018-12-31,0,0
2277,2004-09-27,2018-12-31,0,1
9119,2000-04-15,2018-12-31,0,0
2727,1997-12-13,2018-12-31,0,0
11716,1996-01-29,2017-04-26,1,0
19497,2002-10-15,2018-12-31,0,1
19388,2002-12-05,2018-12-31,0,0
18167,2000-08-18,2018-10-04,1,0
1283,2005-11-25,2018-12-31,0,1
19775,2003-02-02,2018-12-31,0,0
17936,2004-12-15,2018-12-31,0,0
3907,2009-05-11,2018-12-31,0,0
9812,2009-01-18,2018-12-31,0,0
9848,2000-06-30,2014-12-05,1,0
13514,1993-05-09,2018-12-31,0,0
19614,2001-07-23,2018-12-31,0,1
14302,2003-02-05,2018-12-31,0,0
6985,2005-07-28,2018-12-31,0,0
19465,1987-11-16,2018-12-31,0,0
7395,2004-07-13,2018-12-31,0,0
8157,2004-12-24,2018-12-31,0,0
7779,1997-07-19,2018-12-31,0,0
10134,2009-08-20,2018-12-31,0,1
3733,2009-03-20,2018-12-31,0,0
5593,1995-01-04,2010-12-15,1,1
12649,2007-03-22,2018-12-31,0,0
1255,2006-08-05,2018-12-31,0,1
1902,2002-05-22,2018-12-31,0,0
17067,1990-03-12,2018-12-31,0,1
545,2003-04-04,2018-12-31,0,0
563,1996-06-29,2018-12-31,0,0
12369,1997-09-19,2018-12-31,0,1
3840,2001-12-02,2018-12-31,0,0
892,2007-12-19,2018-12-31,0,0
1552,2005-07-20,2018-12-31,0,0
18508,1992-01-02,2011-11-15,1,0
3756,2009-10-21,2018-12-31,0,0
10385,2006-05-28,2018-12-31,0,0
10335,2004-09-30,2018-06-09,1,1
10870,2009-04-02,2018-12-31,0,0
7336,2001-11-07,2018-12-31,0,0
7516,2002-03-03,2018-12-31,0,0
11927,1998-09-28,2015-03-14,1,0
14345,2008-02-12,2018-12-31,0,0
9382,2001-02-20,2018-12-31,0,0
751,2001-05-18,2018-12-31,0,0
3538,2001-05-21,2018-12-31,0,0
8636,2000-10-31,2018-12-31,0,0
5047,1999-04-03,2018-12-31,0,0
7888,2004-06-30,2018-07-19,1,1
18484,2006-05-22,2018-12-31,0,0
10915,2000-11-29,2018-12-31,0,1
19091,1996-11-29,2018-12-31,0,0
16530,1993-10-14,2018-12-31,0,0
16379,1997-09-08,2013-04-12,1,0
15316,1992-11-24,2018-12-31,0,1
8263,1994-08-20,2018-12-31,0,0
10015,1999-11-01,2015-03-11,1,1
12526,2008-06-13,2018-12-31,0,1
3605,1994-03-25,2013-06-30,1,0
19524,2002-07-02,2018-12-31,0,0
4023,1998-07-06,2018-12-31,0,0
1454,2004-09-17,2018-12-31,0,0
8083,2007-08-06,2018-12-31,0,0
6704,2004-04-02,2018-12-31,0,0
14628,1996-02-06,2015-08-02,1,0
8002,2007-02-01,2018-12-31,0,1
1312,2006-02-25,2018-12-31,0,0
17541,1995-04-15,2018-12-31,0,0
16981,2009-05-09,2018-12-31,0,1
4717,2003-02-02,2018-12-31,0,1
333,2007-05-22,2018-12-31,0,0
11978,2003-01-27,2013-12-03,1,1
204,1996-11-06,2018-07-20,1,0
3487,1997-08-22,2017-05-25,1,0
10846,2006-12-03,2018-12-31,0,1
3542,1998-12-28,2018-12-31,0,0
18260,1992-07-27,2018-12-31,0,0
9330,2007-08-30,2018-12-31,0,0
13160,1996-04-23,2018-03-13,1,0
6055,1998-12-13,2018-12-31,0,0
17431,2003-09-02,2018-12-31,0,1
18756,1996-08-30,2012-09-20,1,1
1967,2007-10-25,2018-12-31,0,0
16254,2004-07-26,2018-12-31,0,0
13876,2001-12-06,2012-10-11,1,1
6563,2005-05-31,2018-12-31,0,1
6768,2005-09-15,2018-12-31,0,0
19927,1998-10-16,2018-12-31,0,0
8920,2005-08-17,2018-12-31,0,1
9773,2001-06-16,2017-11-27,1,0
18785,1995-01-18,2018-12-31,0,0
19085,2004-06-25,2018-12-31,0,0
13898,1998-03-29,2017-10-11,1,1
9028,1999-02-15,2018-12-31,0,1
11085,1998-05-03,2010-11-04,1,1
2768,2006-10-19,2018-11-22,1,1
8984,2000-06-19,2017-01-10,1,1
15983,2001-10-06,2018-12-31,0,0
8318,1996-02-13,2018-12-31,0,0
10471,1994-08-17,2018-12-31,0,0
13162,2006-12-09,2018-12-31,0,0
17865,1999-08-23,2018-12-31,0,0
126,2006-08-09,2018-12-31,0,0
2577,2006-11-01,2018-12-09,1,0
15201,1993-07-27,2018-12-31,0,0
6472,2006-08-29,2018-12-31,0,0
14149,1997-11-13,2018-12-31,0,0
11159,2004-05-30,2018-12-31,0,0
13690,1994-11-19,2018-12-31,0,0
2388,1985-10-03,2018-02-05,1,0
10270,2004-12-13,2011-12-29,1,1
5837,2000-05-17,2018-12-31,0,0
14013,2005-06-26,2018-12-31,0,0
8568,1995-10-16,2018-12-31,0,0
100,1998-03-16,2018-12-31,0,0
18418,1995-05-30,2018-12-31,0,0
11534,2003-05-10,2017-02-12,1,0
11404,2000-03-02,2018-12-31,0,0
17371,1997-09-22,2018-12-31,0,1
19841,1995-07-27,2018-12-31,0,0
19621,2007-04-06,2018-12-31,0,0
14279,1997-10-11,2018-12-31,0,1
6513,2002-06-24,2018-12-31,0,0
19398,1992-04-25,2018-12-31,0,0
11416,1993-11-13,2018-12-31,0,0
8242,2006-12-07,2013-06-19,1,1
3869,2006-03-03,2018-12-31,0,0
1488,2004-05-31,2018-12-31,0,0
16595,1992-04-07,2015-03-06,1,1
15572,2004-09-26,2018-12-31,0,0
17010,1999-09-25,2018-12-31,0,0
2438,2005-09-18,2018-12-31,0,0
9194,1989-06-11,2012-09-21,1,0
564,2004-02-06,2018-12-31,0,0
6238,2002-09-15,2018-12-31,0,0
4210,2008-06-10,2018-12-31,0,0
7720,2002-01-03,2018-12-31,0,1
11869,2000-07-07,2012-07-04,1,1
3442,2002-04-09,2018-12-31,0,0
3585,2006-07-07,2018-12-31,0,0
5891,1998-01-03,2010-04-26,1,1
1058,2008-06-21,2018-12-31,0,0
1024,1997-06-08,2018-06-20,1,0
11456,2006-08-21,2018-12-31,0,1
15929,2000-05-23,2018-12-31,0,1
11125,1994-11-12,2018-12-31,0,0
1320,2008-11-29,2018-12-31,0,0
6557,2007-08-20,2018-12-31,0,0
18513,2000-05-30,2018-12-31,0,0
12125,1999-09-12,2018-12-31,0,0
13237,1994-12-15,2018-12-31,0,0
16974,1980-12-31,2018-12-31,0,0
4990,2007-03-12,2017-08-07,1,0
15662,2006-01-19,2018-12-31,0,0
2698,2001-11-01,2018-12-31,0,0
8987,2001-10-19,2018-12-31,0,0
15425,1999-03-05,2018-12-31,0,0
7353,1985-01-20,2011-12-27,1,1
15375,2009-03-23,2018-12-31,0,0
11201,1999-08-24,2018-12-31,0,1
19268,2008-09-19,2018-12-31,0,1
9173,2001-12-31,2015-11-25,1,1
13084,2000-03-22,2013-12-20,1,1
16959,1996-02-26,2018-12-31,0,0
5427,2009-02-13,2018-12-31,0,1
13194,2002-09-23,2018-12-31,0,0
12590,1990-03-07,2018-12-31,0,0
14905,2003-08-17,2018-12-31,0,1
15854,2001-04-14,2018-12-31,0,1
14002,2000-04-28,2018-12-31,0,0
10139,2006-12-25,2018-12-31,0,1
6907,1993-09-03,2018-12-31,0,0
18713,1994-11-30,2018-12-31,0,0
10845,2002-09-09,2018-12-31,0,0
324,1999-02-24,2018-12-31,0,0
697,1995-08-04,2018-12-31,0,0
14922,2007-11-11,2018-12-31,0,0
4041,1999-03-07,2018-04-12,1,1
17644,2006-08-26,2018-12-31,0,0
1944,2008-06-01,2018-12-31,0,0
1926,2005-11-14,2014-12-26,1,0
18398,1999-09-19,2018-12-31,0,0
9046,1996-03-07,2018-12-31,0,0
10124,1993-08-13,2017-04-10,1,1
1715,2009-02-07,2013-07-18,1,1
782,1997-03-04,2018-12-31,0,0
13711,1987-06-27,2013-05-18,1,1
9315,2006-11-30,2018-12-31,0,0
17347,2002-11-14,2018-12-31,0,1
2408,2001-06-28,2018-12-31,0,0
3938,1999-04-01,2018-12-31,0,0
716,1994-11-29,2012-07-09,1,1
15143,2000-02-04,2011-08-02,1,1
16008,1981-07-23,2014-03-17,1,1
16401,1997-02-17,2018-12-31,0,0
13435,2007-08-22,2018-12-31,0,0
5740,2002-12-11,2018-12-31,0,0
3919,2007-04-19,2018-12-31,0,1
5393,1995-05-20,2018-12-31,0,0
8627,1996-03-15,2018-12-31,0,1
2775,1993-12-12,2018-12-31,0,0
10571,2000-03-05,2010-04-14,1,0
16539,2008-10-07,2018-12-31,0,0
837,1992-07-03,2018-12-31,0,0
11789,1995-05-03,2018-12-31,0,0
10293,1993-02-09,2018-12-31,0,0
7882,2002-05-23,2018-12-31,0,1
1418,1995-07-14,2018-12-31,0,0
